Dossier de Prêt;Solde du Compte Courant;Durée du Prêt;Remboursement des Prêts Antérieurs;Objectif du Prêt;Montant du Prêt;Valeur de l'Épargne;Ancienneté chez l'Employeur Actuel;Endettement en % du Revenu Disponible;Statut Marital;Sexe;Ancienneté dans le Ménage Actuel;Actifs les Plus Importants;Age;Autres Prêts en Cours;Type de Logement;Nombre de Prêts Antérieurs dans cette Banque;Occupation;Ensemble
mauvais;négligeable;45;aucun prêt antérieur;mobilier;4 243,40 €;<140;1-5 ans;< 15;célibataire;Homme;>8 ans;véhicule;19;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;négligeable;9;remboursement intégral;véhicule d'occasion;2 686,60 €;pas d'épargne;5-8 ans;< 15;célibataire;Homme;5-8 ans;assurance vie;33;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Test
bon;négligeable;21;aucun prêt antérieur;véhicule d'occasion;5 566,40 €;>1400;5-8 ans;25-35;célibataire;Homme;5-8 ans;assurance vie;33;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;>300€;12;aucun prêt antérieur;mobilier;1 125,60 €;pas d'épargne;> 8 ans;< 15;célibataire;Homme;>8 ans;assurance vie;36;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;24;aucun prêt antérieur;mobilier;2 781,80 €;pas d'épargne;1-5 ans;25-35;célibataire;Homme;>8 ans;aucun actif;19;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Test
mauvais;négligeable;36;aucun prêt antérieur;électroménager;3 337,60 €;pas d'épargne;<1 an;< 15;célibataire;Homme;< 1 an;propriétaire d'un logement/terrain;31;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Apprentissage
bon;>300€;18;aucun prêt antérieur;véhicule d'occasion;4 790,80 €;pas d'épargne;> 8 ans;< 15;célibataire;Homme;>8 ans;véhicule;45;banques concurrentes;locataire;05-juin;salarié expérimenté;Apprentissage
bon;<= 300€;12;aucun problème avec les prêts antérieurs;autre;3 145,80 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé/marié;Femme;1-5 ans;assurance vie;34;grand magasin;locataire;02-avr;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;24;aucun problème avec les prêts antérieurs;autre;6 818,00 €;pas d'épargne;1-5 ans;15- 25;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;51;pas d'autres prêts en cours;propriétaire;02-avr;salarié expérimenté;Apprentissage
bon;<= 300€;6;remboursement intégral;réparations;1 465,80 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé/marié;Femme;>8 ans;véhicule;48;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;pas de compte courant;36;aucun prêt antérieur;création d'entreprise;22 199,80 €;pas d'épargne;sans emploi;25-35;divorcé/séparé;Homme;5-8 ans;assurance vie;41;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Apprentissage
mauvais;pas de compte courant;9;aucun prêt antérieur;autre;1 990,80 €;pas d'épargne;<1 an;15- 25;célibataire;Homme;1-5 ans;propriétaire d'un logement/terrain;25;pas d'autres prêts en cours;propriétaire;1;cadre/profession libérale;Apprentissage
bon;>300€;15;aucun prêt antérieur;mobilier;2 770,60 €;>1400;> 8 ans;< 15;célibataire;Homme;1-5 ans;assurance vie;33;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;30;remboursement intégral;mobilier;9 438,80 €;>1400;5-8 ans;25-35;célibataire;Homme;5-8 ans;véhicule;34;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Test
bon;>300€;15;aucun prêt antérieur;mobilier;4 995,20 €;pas d'épargne;> 8 ans;< 15;divorcé/séparé/marié;Femme;1-5 ans;assurance vie;52;banques concurrentes;à titre gracieux;1;cadre/profession libérale;Apprentissage
mauvais;négligeable;24;remboursement intégral;mobilier;1 702,40 €;<140;<1 an;< 15;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;36;banques concurrentes;locataire;02-avr;salarié expérimenté;Apprentissage
mauvais;négligeable;30;aucun prêt antérieur;véhicule d'occasion;4 817,40 €;<140;1-5 ans;25-35;divorcé/séparé/marié;Femme;>8 ans;assurance vie;19;banques concurrentes;à titre gracieux;1;salarié expérimenté;Test
bon;négligeable;18;aucun prêt antérieur;autre;8 764,00 €;pas d'épargne;5-8 ans;15- 25;célibataire;Homme;5-8 ans;aucun actif;26;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Apprentissage
bon;<= 300€;6;remboursement intégral;autre;1 818,60 €;pas d'épargne;1-5 ans;> 35;célibataire;Homme;< 1 an;aucun actif;72;pas d'autres prêts en cours;locataire;05-juin;sans expérience et sans domicile fixe;Test
bon;>300€;24;remboursement intégral;autre;2 716,00 €;700-1400;> 8 ans;< 15;célibataire;Homme;>8 ans;aucun actif;58;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;négligeable;21;remboursement intégral;véhicule d'occasion;3 843,00 €;700-1400;5-8 ans;15- 25;célibataire;Homme;1-5 ans;assurance vie;30;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;>300€;60;aucun prêt antérieur;mobilier;14 201,60 €;<140;5-8 ans;25-35;divorcé/séparé/marié;Femme;>8 ans;aucun actif;19;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;24;aucun prêt antérieur;mobilier;4 453,40 €;pas d'épargne;<1 an;< 15;divorcé/séparé/marié;Femme;>8 ans;véhicule;24;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;>300€;24;aucun prêt antérieur;mobilier;1 398,60 €;>1400;> 8 ans;< 15;célibataire;Homme;1-5 ans;assurance vie;23;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;>300€;6;délicat;autre;1 685,60 €;<140;1-5 ans;< 15;célibataire;Homme;< 1 an;propriétaire d'un logement/terrain;33;banques concurrentes;à titre gracieux;1;salarié expérimenté;Test
bon;<= 300€;15;aucun prêt antérieur;réorientation professionnelle;3 761,80 €;pas d'épargne;5-8 ans;25-35;célibataire;Homme;>8 ans;véhicule;24;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;pas de compte courant;10;remboursement intégral;autre;3 137,40 €;pas d'épargne;<1 an;> 35;célibataire;Homme;5-8 ans;aucun actif;46;pas d'autres prêts en cours;à titre gracieux;02-avr;sans expérience avec domicile fixe;Test
bon;>300€;15;aucun problème avec les prêts antérieurs;véhicule d'occasion;1 344,00 €;700-1400;5-8 ans;15- 25;divorcé/séparé/marié;Femme;1-5 ans;véhicule;28;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;>300€;24;remboursement intégral;mobilier;7 144,20 €;pas d'épargne;<1 an;15- 25;marié/veuf;Homme;5-8 ans;propriétaire d'un logement/terrain;45;pas d'autres prêts en cours;propriétaire;05-juin;salarié expérimenté;Apprentissage
bon;>300€;9;aucun prêt antérieur;mobilier;3 775,80 €;pas d'épargne;1-5 ans;> 35;célibataire;Homme;1-5 ans;aucun actif;30;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;pas de compte courant;18;remboursement intégral;véhicule d'occasion;1 468,60 €;pas d'épargne;<1 an;< 15;divorcé/séparé/marié;Femme;>8 ans;véhicule;19;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;négligeable;24;aucun problème avec les prêts antérieurs;autre;2 751,00 €;>1400;1-5 ans;< 15;divorcé/séparé/marié;Femme;>8 ans;assurance vie;40;pas d'autres prêts en cours;à titre gracieux;02-avr;salarié expérimenté;Apprentissage
bon;négligeable;30;délicat;réorientation professionnelle;5 909,40 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé/marié;Femme;< 1 an;assurance vie;26;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;>300€;48;remboursement intégral;véhicule neuf;12 401,20 €;>1400;5-8 ans;25-35;célibataire;Homme;< 1 an;propriétaire d'un logement/terrain;33;pas d'autres prêts en cours;propriétaire;02-avr;salarié expérimenté;Apprentissage
bon;négligeable;15;aucun prêt antérieur;électroménager;2 119,60 €;<140;1-5 ans;< 15;célibataire;Homme;1-5 ans;aucun actif;20;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;pas de compte courant;15;remboursement intégral;véhicule d'occasion;1 365,00 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé;Homme;5-8 ans;véhicule;23;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
mauvais;négligeable;15;aucun problème avec les prêts antérieurs;électroménager;2 116,80 €;700-1400;1-5 ans;15- 25;marié/veuf;Homme;5-8 ans;véhicule;59;grand magasin;locataire;02-avr;salarié expérimenté;Test
mauvais;pas de compte courant;21;aucun problème avec les prêts antérieurs;réparations;4 779,60 €;pas d'épargne;<1 an;25-35;célibataire;Homme;< 1 an;véhicule;24;grand magasin;locataire;02-avr;salarié expérimenté;Test
bon;>300€;6;remboursement intégral;autre;9 465,40 €;pas d'épargne;5-8 ans;> 35;célibataire;Homme;5-8 ans;propriétaire d'un logement/terrain;43;pas d'autres prêts en cours;locataire;02-avr;cadre/profession libérale;Test
bon;négligeable;42;comptes courants à problèmes;véhicule neuf;12 996,20 €;pas d'épargne;sans emploi;> 35;célibataire;Homme;1-5 ans;propriétaire d'un logement/terrain;53;banques concurrentes;propriétaire;1;cadre/profession libérale;Apprentissage
mauvais;pas de compte courant;24;aucun prêt antérieur;véhicule d'occasion;4 683,00 €;pas d'épargne;> 8 ans;< 15;célibataire;Homme;1-5 ans;véhicule;37;pas d'autres prêts en cours;à titre gracieux;1;cadre/profession libérale;Test
bon;>300€;24;aucun prêt antérieur;autre;1 950,20 €;pas d'épargne;1-5 ans;25-35;célibataire;Homme;1-5 ans;aucun actif;29;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
mauvais;<= 300€;24;remboursement intégral;autre;1 881,60 €;>1400;5-8 ans;< 15;célibataire;Homme;1-5 ans;aucun actif;35;banques concurrentes;locataire;02-avr;sans expérience avec domicile fixe;Apprentissage
bon;>300€;14;aucun problème avec les prêts antérieurs;autre;1 122,80 €;pas d'épargne;1-5 ans;< 15;célibataire;Homme;1-5 ans;assurance vie;25;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Apprentissage
bon;pas de compte courant;36;aucun prêt antérieur;véhicule neuf;7 690,20 €;pas d'épargne;> 8 ans;25-35;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;40;pas d'autres prêts en cours;propriétaire;1;salarié expérimenté;Apprentissage
bon;>300€;10;aucun prêt antérieur;autre;2 235,80 €;140-700;1-5 ans;15- 25;célibataire;Homme;1-5 ans;propriétaire d'un logement/terrain;38;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Apprentissage
bon;pas de compte courant;12;aucun prêt antérieur;véhicule d'occasion;3 607,80 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé;Homme;< 1 an;assurance vie;40;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;36;aucun prêt antérieur;réparations;2 767,80 €;>1400;> 8 ans;< 15;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;38;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Apprentissage
mauvais;>300€;18;aucun prêt antérieur;véhicule d'occasion;2 146,20 €;pas d'épargne;<1 an;< 15;marié/veuf;Homme;< 1 an;véhicule;41;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;>300€;48;remboursement intégral;mobilier;5 009,20 €;>1400;> 8 ans;< 15;célibataire;Homme;< 1 an;aucun actif;45;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;36;remboursement intégral;véhicule d'occasion;8 720,60 €;pas d'épargne;<1 an;< 15;divorcé/séparé/marié;Femme;>8 ans;propriétaire d'un logement/terrain;21;pas d'autres prêts en cours;à titre gracieux;02-avr;sans expérience avec domicile fixe;Test
bon;négligeable;18;aucun prêt antérieur;autre;8 212,40 €;<140;1-5 ans;25-35;célibataire;Homme;1-5 ans;assurance vie;28;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
bon;>300€;39;aucun prêt antérieur;véhicule neuf;12 023,20 €;<140;> 8 ans;< 15;célibataire;Homme;1-5 ans;assurance vie;43;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Apprentissage
bon;négligeable;18;remboursement intégral;mobilier;2 513,00 €;pas d'épargne;> 8 ans;15- 25;divorcé/séparé/marié;Femme;>8 ans;aucun actif;46;banques concurrentes;à titre gracieux;02-avr;sans expérience avec domicile fixe;Apprentissage
bon;>300€;15;remboursement intégral;mobilier;2 042,60 €;pas d'épargne;1-5 ans;< 15;divorcé/séparé/marié;Femme;1-5 ans;assurance vie;41;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
mauvais;<= 300€;30;aucun problème avec les prêts antérieurs;réorientation professionnelle;2 671,20 €;pas d'épargne;> 8 ans;< 15;célibataire;Homme;>8 ans;aucun actif;64;pas d'autres prêts en cours;locataire;1;cadre/profession libérale;Apprentissage
bon;négligeable;48;aucun prêt antérieur;autre;11 881,80 €;>1400;5-8 ans;> 35;divorcé/séparé/marié;Femme;1-5 ans;assurance vie;22;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;négligeable;12;aucun prêt antérieur;mobilier;1 621,20 €;140-700;1-5 ans;15- 25;divorcé/séparé;Homme;< 1 an;assurance vie;24;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;24;aucun problème avec les prêts antérieurs;mobilier;1 433,60 €;pas d'épargne;<1 an;< 15;marié/veuf;Homme;>8 ans;aucun actif;46;grand magasin;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;6;aucun prêt antérieur;réparations;2 153,20 €;pas d'épargne;<1 an;> 35;divorcé/séparé/marié;Femme;1-5 ans;propriétaire d'un logement/terrain;54;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;pas de compte courant;8;remboursement intégral;autre;4 757,20 €;pas d'épargne;5-8 ans;> 35;célibataire;Homme;>8 ans;aucun actif;37;pas d'autres prêts en cours;locataire;02-avr;sans expérience avec domicile fixe;Test
bon;pas de compte courant;24;aucun prêt antérieur;réorientation professionnelle;9 195,20 €;pas d'épargne;1-5 ans;25-35;marié/veuf;Homme;1-5 ans;assurance vie;19;grand magasin;locataire;1;sans expérience avec domicile fixe;Test
bon;>300€;4;aucun prêt antérieur;véhicule d'occasion;841,40 €;pas d'épargne;<1 an;> 35;divorcé/séparé/marié;Femme;5-8 ans;aucun actif;21;pas d'autres prêts en cours;à titre gracieux;1;sans expérience avec domicile fixe;Apprentissage
bon;négligeable;18;remboursement intégral;véhicule d'occasion;5 056,80 €;pas d'épargne;> 8 ans;15- 25;divorcé/séparé/marié;Femme;>8 ans;véhicule;35;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;18;aucun prêt antérieur;mobilier;1 883,00 €;pas d'épargne;1-5 ans;< 15;marié/veuf;Homme;5-8 ans;aucun actif;24;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;15;remboursement intégral;véhicule d'occasion;2 128,00 €;>1400;> 8 ans;< 15;célibataire;Homme;>8 ans;véhicule;61;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
mauvais;pas de compte courant;24;aucun prêt antérieur;autre;1 799,00 €;>1400;5-8 ans;< 15;divorcé/séparé/marié;Femme;>8 ans;propriétaire d'un logement/terrain;30;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;>300€;9;aucun prêt antérieur;autre;3 509,80 €;140-700;> 8 ans;25-35;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;49;pas d'autres prêts en cours;propriétaire;1;sans expérience avec domicile fixe;Test
bon;>300€;9;aucun prêt antérieur;véhicule d'occasion;1 943,20 €;pas d'épargne;1-5 ans;< 15;divorcé/séparé/marié;Femme;1-5 ans;aucun actif;24;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;négligeable;18;aucun prêt antérieur;réorientation professionnelle;2 717,40 €;700-1400;1-5 ans;< 15;célibataire;Homme;1-5 ans;véhicule;33;pas d'autres prêts en cours;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;<= 300€;36;aucun prêt antérieur;mobilier;8 187,20 €;pas d'épargne;1-5 ans;< 15;célibataire;Homme;< 1 an;assurance vie;22;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Test
bon;>300€;10;aucun prêt antérieur;véhicule neuf;4 061,40 €;>1400;<1 an;> 35;divorcé/séparé/marié;Femme;>8 ans;aucun actif;29;pas d'autres prêts en cours;à titre gracieux;1;salarié expérimenté;Apprentissage
bon;négligeable;21;remboursement intégral;réorientation professionnelle;5 112,80 €;pas d'épargne;5-8 ans;25-35;célibataire;Homme;5-8 ans;véhicule;25;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Test
bon;<= 300€;30;remboursement intégral;mobilier;4 223,80 €;pas d'épargne;> 8 ans;< 15;célibataire;Homme;>8 ans;véhicule;45;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;>300€;18;remboursement intégral;mobilier;3 133,20 €;pas d'épargne;1-5 ans;25-35;divorcé/séparé/marié;Femme;< 1 an;assurance vie;23;pas d'autres prêts en cours;locataire;02-avr;salarié expérimenté;Apprentissage
mauvais;négligeable;12;aucun prêt antérieur;autre;1 243,20 €;pas d'épargne;> 8 ans;< 15;célibataire;Homme;>8 ans;assurance vie;39;banques concurrentes;locataire;1;sans expérience avec domicile fixe;Apprentissage
bon;>300€;18;aucun prêt antérieur;mobilier;2 034,20 €;pas d'épargne;<1 an;15- 25;divorcé/séparé/marié;Femme;< 1 an;aucun actif;24;pas d'autres prêts en cours;locataire;1;salarié expérimenté;Apprentissage
bon;négligeable;48;aucun problème avec les prêts antérieurs;réorientation professionnelle;9 353,40 €;>1400;1-5 ans;< 15;célibataire;Homme;>8 ans;propriétaire d'un logement/terrain;36;pas d'autres prêts en cours;propriétaire;1;salarié expérimenté;Test
